...1,Date,AveragePrice,Total Volume,Size_Small,Size_Large,Size_XL,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
6,2016-11-13,1.29,1913492.61,696410.88,436388.61,71033.43,709659.69,639521.18,44270.7,25867.81,conventional,2016,LosAngeles
7,2016-11-06,1.52,1595013.07,543331.54,423351.91,77064.64,551264.98,497726.49,26542.63,26995.86,conventional,2016,LosAngeles
8,2016-10-30,1.48,1499286.88,533137.32,383974.46,59596.59,522578.51,487013.41,16418.82,19146.28,conventional,2016,LosAngeles
9,2016-10-23,1.23,2133563.24,768315.72,427296.47,44807.45,893143.6,840269.44,32386.79,20487.37,conventional,2016,LosAngeles
10,2016-10-16,1.17,2548687.86,922290.28,501532.5,56116.4,1068748.68,996105.73,43825.17,28817.78,conventional,2016,LosAngeles
11,2016-10-09,1.16,2766529.12,1153907.22,559077.15,61747.02,991797.73,915276.04,51156.17,25365.52,conventional,2016,LosAngeles
12,2016-10-02,1.06,2865744.94,1337602.73,471344.12,62565.39,994232.7,931963.97,40145.34,22123.39,conventional,2016,LosAngeles
13,2016-09-25,1,3007073.27,1328968.75,468792.85,62737.86,1146573.81,1087085.53,34496.65,24991.63,conventional,2016,LosAngeles
14,2016-09-18,1.06,2589309.14,999948.52,457932.5,55346.12,1076082,1008961.12,36400.02,30720.86,conventional,2016,LosAngeles
15,2016-09-11,0.95,2939704.87,1217417.81,534763.39,49050.27,1138473.4,1065540.18,46332.57,26600.65,conventional,2016,LosAngeles
16,2016-09-04,0.88,3431676.04,1409249.49,626922.72,43844.13,1351659.7,1295162.06,32720.37,23777.27,conventional,2016,LosAngeles
17,2016-08-28,0.81,3563268.97,1471105.41,537892.88,57212.08,1497058.6,1436818.52,32450.42,27789.66,conventional,2016,LosAngeles
18,2016-08-21,0.93,3086167.04,1264167.99,480926.04,57962.68,1283110.33,1204789.47,43207.72,35113.14,conventional,2016,LosAngeles
19,2016-08-14,1.03,2879218.13,1050808.07,605409.39,73825.64,1149175.03,1066852.22,53237.75,29085.06,conventional,2016,LosAngeles
20,2016-08-07,1,3094362.21,1137248.03,632756.21,67934.57,1256423.4,1158711.73,63574.75,34136.92,conventional,2016,LosAngeles
21,2016-07-31,1.06,2826836.07,961494.69,562612.83,70783.66,1231944.89,1135205.94,64811.85,31927.1,conventional,2016,LosAngeles
22,2016-07-24,1.01,3033328.67,1163035.43,629930.18,83979.91,1156383.15,1073915.16,60000.52,22467.47,conventional,2016,LosAngeles
23,2016-07-17,0.97,3092234,1201992.39,630743.25,84008.42,1175489.94,1079717.14,73173.55,22599.25,conventional,2016,LosAngeles
24,2016-07-10,0.93,3293224.51,1217453.35,678995.34,81637.45,1315138.37,1201242.48,85231.86,28664.03,conventional,2016,LosAngeles
25,2016-07-03,0.95,3449361.49,1317678.72,746045.11,107625.85,1278011.81,1147086.62,96717.6,34207.59,conventional,2016,LosAngeles
26,2016-06-26,0.85,3258184.45,1295216.97,655947.51,105879.74,1201140.23,1091515.32,84463.35,25161.56,conventional,2016,LosAngeles
27,2016-06-19,0.9,3237847.21,1322109.94,593238.74,114307.31,1208191.22,1102265.57,80776.26,25149.39,conventional,2016,LosAngeles
28,2016-06-12,0.83,3248769.26,1439519.4,529969.99,105646.55,1173633.32,1064384.25,84760.03,24489.04,conventional,2016,LosAngeles
29,2016-06-05,0.76,3715458.49,1596545.36,650812.6,121002.86,1347097.67,1196472.82,124721.49,25903.36,conventional,2016,LosAngeles
30,2016-05-29,0.83,3203935.53,1214455.87,691108.91,113180.16,1185190.59,1038686.31,119446.72,27057.56,conventional,2016,LosAngeles
31,2016-05-22,0.76,3134305.39,1084784.88,782144.64,89228.29,1178147.58,1068850.13,87973.45,21324,conventional,2016,LosAngeles
32,2016-05-15,0.82,2866855.58,1134719.15,643464.88,95527.46,993144.09,871562.92,104146,17435.17,conventional,2016,LosAngeles
33,2016-05-08,0.64,3942054.31,1416928.16,929683.64,107683.95,1487758.56,1104179.23,362931.85,20647.48,conventional,2016,LosAngeles
34,2016-05-01,0.62,3863314.25,1355793.57,1047924.35,98634.23,1360962.1,1011875.96,334016.05,15070.09,conventional,2016,LosAngeles
35,2016-04-24,0.75,3136882.52,1115902.49,704492.28,102738.69,1213749.06,1010395.4,185289.33,18064.33,conventional,2016,LosAngeles
36,2016-04-17,0.76,3185230.67,1245344.79,643220.72,100883.74,1195781.42,1114858.82,61746.44,19176.16,conventional,2016,LosAngeles
37,2016-04-10,0.77,3288356.88,1130642.44,715739.8,95958.07,1346016.57,1196713.63,132341.6,16961.34,conventional,2016,LosAngeles
38,2016-04-03,0.82,2793982.31,865503.72,683860.21,101584.86,1143033.52,980989.7,145602.15,16441.67,conventional,2016,LosAngeles
39,2016-03-27,0.73,3467762.25,982736.16,836002.09,94366.38,1554657.62,1349458.59,185190.21,20008.82,conventional,2016,LosAngeles
40,2016-03-20,0.74,3374876.94,928106.16,901464.72,91298.87,1454007.19,1301235.1,134711.21,18060.88,conventional,2016,LosAngeles
41,2016-03-13,0.79,2987393.94,767298.16,657175.2,96884.94,1466035.64,1318493.96,129444.42,18097.26,conventional,2016,LosAngeles
42,2016-03-06,0.76,3138836.66,821036,680884.1,90068.36,1546848.2,1369895.1,155333.82,21619.28,conventional,2016,LosAngeles
43,2016-02-28,0.72,3332578.34,812808.39,750266.34,95505.05,1673998.56,1459896.71,196813.37,17288.48,conventional,2016,LosAngeles
44,2016-02-21,0.76,3232888.65,842358.1,671213.11,83794.46,1635522.98,1501295.38,119573.06,14654.54,conventional,2016,LosAngeles
45,2016-02-14,0.65,3664088.6,931605.09,837742.21,90043.21,1804698.09,1567442.4,222150.04,15105.65,conventional,2016,LosAngeles
46,2016-02-07,0.58,4982700.11,1262681.15,1447533.8,98684.4,2173800.76,1911608.83,245385.02,16806.91,conventional,2016,LosAngeles
47,2016-01-31,0.74,3197788.06,1004134.51,721988.78,75111.71,1396553.06,1288253.52,94240.24,14059.3,conventional,2016,LosAngeles
48,2016-01-24,0.76,3173509.36,666019.46,779056.76,92941.13,1635492.01,1520603.55,99946.94,14941.52,conventional,2016,LosAngeles
49,2016-01-17,0.76,2952576.85,804573.11,854485.91,84389.3,1209128.53,1079975.41,111405.86,17747.26,conventional,2016,LosAngeles
50,2016-01-10,0.74,3172437.94,841326.26,803197.41,88909.89,1439004.38,1228427.24,194492.68,16084.46,conventional,2016,LosAngeles
51,2016-01-03,0.64,3967109.33,1232109.79,992212.57,90511.09,1652275.88,1415836.57,226121.9,10317.41,conventional,2016,LosAngeles
0,2016-12-25,1.07,428247.63,119611.9,263467.16,811.18,44357.39,39136.56,2868.61,2352.22,conventional,2016,Sacramento
1,2016-12-18,1.04,384448.27,125324.05,218206.45,887.61,40030.16,32583.06,5207.1,2240,conventional,2016,Sacramento
2,2016-12-11,1.03,434567.21,106959.89,275886.64,1253.31,50467.37,43426.13,5504.02,1537.22,conventional,2016,Sacramento
3,2016-12-04,1.29,315955.99,110569.37,156812.81,1306.3,47267.51,45560.08,382.43,1325,conventional,2016,Sacramento
4,2016-11-27,1.43,279333.62,89558.88,150298.86,1111.91,38363.97,35372.69,716.28,2275,conventional,2016,Sacramento
5,2016-11-20,1.53,289773.71,94610.3,151992.19,1201.7,41969.52,41822.75,141.77,5,conventional,2016,Sacramento
6,2016-11-13,1.62,277735.11,93242.35,144958.18,1255.02,38279.56,38273.66,5.9,0,conventional,2016,Sacramento
7,2016-11-06,1.78,266345.33,93518.61,137695.34,1450.27,33681.11,33675.22,5.89,0,conventional,2016,Sacramento
8,2016-10-30,1.79,238699.3,97713.53,118831.23,1177.31,20977.23,20196.46,435.77,345,conventional,2016,Sacramento
9,2016-10-23,1.59,253163.64,82312.9,127356.96,1930.47,41563.31,36824,2029.31,2710,conventional,2016,Sacramento
10,2016-10-16,1.61,330213.06,102990.47,180666.02,2661.47,43895.1,41539.17,1035.65,1320.28,conventional,2016,Sacramento
11,2016-10-09,1.49,370422.62,133617.58,190297.13,4510.14,41997.77,41780.4,206.47,10.9,conventional,2016,Sacramento
12,2016-10-02,1.35,381992.7,136133.45,191756.47,4079.46,50023.32,48791.65,0,1231.67,conventional,2016,Sacramento
13,2016-09-25,1.34,420076.53,135264.64,230423.89,3263.5,51124.5,46655.82,704.79,3763.89,conventional,2016,Sacramento
14,2016-09-18,1.39,407813.86,124962.88,234689.88,3771.58,44389.52,40849.27,1176.91,2363.34,conventional,2016,Sacramento
15,2016-09-11,1.34,432472.11,140888.49,229037.12,4350.92,58195.58,57595.58,0,600,conventional,2016,Sacramento
16,2016-09-04,1.32,472090.23,153239.51,247684.74,4575.47,66590.51,66372.28,2.95,215.28,conventional,2016,Sacramento
17,2016-08-28,1.33,421583.74,150624.23,225695.86,5537.68,39725.97,39589.51,5.9,130.56,conventional,2016,Sacramento
18,2016-08-21,1.27,456755.06,181120.39,217955.81,10652.53,47026.33,46759.13,8.87,258.33,conventional,2016,Sacramento
19,2016-08-14,1.19,512843.34,154532.23,299818.16,14039.56,44453.39,44453.39,0,0,conventional,2016,Sacramento
20,2016-08-07,1.37,453622.9,149607.29,239914.38,13055.76,51045.47,51032.16,13.31,0,conventional,2016,Sacramento
21,2016-07-31,1.4,466095.04,140605.4,255278.9,16262.28,53948.46,53547.82,10.36,390.28,conventional,2016,Sacramento
22,2016-07-24,1.42,450895.76,123359.06,253984.19,18157.79,55394.72,55394.72,0,0,conventional,2016,Sacramento
23,2016-07-17,1.31,471698.22,150251.55,237468.05,16900.69,67077.93,67069.07,8.86,0,conventional,2016,Sacramento
24,2016-07-10,1.26,489099.02,164624.96,231260.34,20004.7,73209.02,72950.16,8.86,250,conventional,2016,Sacramento
25,2016-07-03,1.24,565017.74,163405.3,303029.74,24533.11,74049.59,74049.59,0,0,conventional,2016,Sacramento
26,2016-06-26,1.25,464446.2,147821.55,228939.76,20249.04,67435.85,66812.24,0,623.61,conventional,2016,Sacramento
27,2016-06-19,1.2,508036.18,157354.92,276855.96,18508.95,55316.35,54341.35,0,975,conventional,2016,Sacramento
28,2016-06-12,1.15,501159.1,158599.19,263137.09,22373,57049.82,56671.26,13.14,365.42,conventional,2016,Sacramento
29,2016-06-05,1.17,521408.99,169293.85,269555.77,25618.94,56940.43,56921.44,18.99,0,conventional,2016,Sacramento
30,2016-05-29,1.18,489338.25,166777.3,252374.66,18823.94,51362.35,51287.11,4.39,70.85,conventional,2016,Sacramento
31,2016-05-22,1.1,488201.43,156352.97,253576.99,20549.75,57721.72,55547.83,0,2173.89,conventional,2016,Sacramento
32,2016-05-15,1.17,438309.86,137852.11,224842.97,27155.74,48459.04,48442.97,7.3,8.77,conventional,2016,Sacramento
33,2016-05-08,1,569710.14,171748.12,307614.01,19761.74,70586.27,69357.77,5.84,1222.66,conventional,2016,Sacramento
34,2016-05-01,1.06,481861.11,158376.45,251468.09,16678.02,55338.55,54906.9,106.65,325,conventional,2016,Sacramento
35,2016-04-24,1.01,529817.53,173546.78,281110.03,18901.93,56258.79,55978.23,0,280.56,conventional,2016,Sacramento
36,2016-04-17,1.15,448082.46,158323.88,210773.79,21378.51,57606.28,57218.47,61.42,326.39,conventional,2016,Sacramento
37,2016-04-10,1.15,459342.82,152169.98,227080.5,22372.96,57719.38,57376.68,20.48,322.22,conventional,2016,Sacramento
38,2016-04-03,1.05,488547.76,128563.45,284764.63,21875.92,53343.76,53306.03,37.73,0,conventional,2016,Sacramento
39,2016-03-27,1.18,458899.34,129399.89,248862.02,20119.22,60518.21,60509.5,8.71,0,conventional,2016,Sacramento
40,2016-03-20,1.18,404736.39,128297.4,203155.49,19762.52,53520.98,53491.92,26.15,2.91,conventional,2016,Sacramento
41,2016-03-13,1.14,441333.91,139305.36,227493.9,18205.15,56329.5,56309.19,0,20.31,conventional,2016,Sacramento
42,2016-03-06,1.13,443386.65,136469.26,216299.79,19505.98,71111.62,71097.1,5.81,8.71,conventional,2016,Sacramento
43,2016-02-28,1.13,439280.11,133683.82,213422.76,21516.31,70657.22,70657.22,0,0,conventional,2016,Sacramento
44,2016-02-21,1.09,419479.7,124241.28,219980.44,17229.28,58028.7,58022.88,5.82,0,conventional,2016,Sacramento
45,2016-02-14,1.04,447945.8,143312.43,207645.46,17758.15,79229.76,79168.62,17.47,43.67,conventional,2016,Sacramento
46,2016-02-07,0.91,796524.48,259382.37,419044.57,34235.86,83861.68,83768.44,55.36,37.88,conventional,2016,Sacramento
47,2016-01-31,1.13,434121.25,145374.67,209170.61,19002.36,60573.61,60564.87,5.83,2.91,conventional,2016,Sacramento
48,2016-01-24,1.11,409324.93,55327.2,278223.8,18007.03,57766.9,57734.83,32.07,0,conventional,2016,Sacramento
49,2016-01-17,1.11,437356.64,105468.97,256283.84,15555.85,60047.98,60045.08,0,2.9,conventional,2016,Sacramento
50,2016-01-10,1.08,434238.52,122362.72,229930.15,15444.14,66501.51,66489.91,11.6,0,conventional,2016,Sacramento
51,2016-01-03,0.96,512117.98,141161.62,301172.94,16053.59,53729.83,53729.83,0,0,conventional,2016,Sacramento
0,2016-12-25,0.89,473730.19,118030.19,191754.65,14438.25,149507.1,125660.66,22080.88,1765.56,conventional,2016,SanDiego
1,2016-12-18,0.9,437170.79,106000.4,161104.63,14145.04,155920.72,115858.84,38951.6,1110.28,conventional,2016,SanDiego
2,2016-12-11,0.81,505122.6,139066.79,205742.62,14736.56,145576.63,91917.03,53237.93,421.67,conventional,2016,SanDiego
3,2016-12-04,0.85,499144.04,214063.09,133318.88,15081.42,136680.65,128681.56,6275.12,1723.97,conventional,2016,SanDiego
4,2016-11-27,1.08,392291.47,160595.93,108871.8,12510.47,110313.27,98751.41,10626.32,935.54,conventional,2016,SanDiego
5,2016-11-20,1.25,369682.4,135337.58,120005.93,14499.34,99839.55,85261.69,14192.86,385,conventional,2016,SanDiego
6,2016-11-13,1.37,353828.79,120524.26,126173.1,18445.16,88686.27,74992.87,13258.4,435,conventional,2016,SanDiego
7,2016-11-06,1.68,292299.52,89364.77,128356.68,18569.63,56008.44,46336.06,8804.32,868.06,conventional,2016,SanDiego
8,2016-10-30,1.65,270941.97,88975.06,119080.04,14742.36,48144.51,41712.24,6337,95.27,conventional,2016,SanDiego
9,2016-10-23,1.32,366026.91,127391.58,119290.35,13215.77,106129.21,91095.15,13109.95,1924.11,conventional,2016,SanDiego
10,2016-10-16,1.27,443367.98,133020.51,139616.39,14087.91,156643.17,137002.06,16987.77,2653.34,conventional,2016,SanDiego
11,2016-10-09,1.25,473046.6,143507.8,142805.42,15433.41,171299.97,150537.8,20262.17,500,conventional,2016,SanDiego
12,2016-10-02,1.09,534801.53,209855.65,131355.15,17065.91,176524.82,159927.44,15812.38,785,conventional,2016,SanDiego
13,2016-09-25,1.05,566089.72,217679.82,136015.14,15808.76,196586,182692.61,12821.45,1071.94,conventional,2016,SanDiego
14,2016-09-18,1.18,457197.25,147766.51,139189.02,12716.14,157525.58,144313.97,11857.44,1354.17,conventional,2016,SanDiego
15,2016-09-11,1.08,498555.72,164685.23,144231.63,12611.44,177027.42,161784.53,15187.89,55,conventional,2016,SanDiego
16,2016-09-04,1.06,550756.68,186260.68,164050.31,12126.32,188319.37,177175.95,10942.03,201.39,conventional,2016,SanDiego
17,2016-08-28,0.9,620041.46,244514.34,145515.54,14632.5,215379.08,204056.33,10854.69,468.06,conventional,2016,SanDiego
18,2016-08-21,0.94,578630.39,227977.89,127819.4,13817.35,209015.75,194536.98,14380.16,98.61,conventional,2016,SanDiego
19,2016-08-14,1.19,499056.18,151194.91,164960.87,17324.53,165575.87,149733.92,15841.95,0,conventional,2016,SanDiego
20,2016-08-07,1.14,534955.59,164926.18,168655.71,17490.36,183883.34,163646.68,20236.66,0,conventional,2016,SanDiego
21,2016-07-31,1.16,522678.71,156893.23,167605.98,18152.4,180027.1,156662.69,23324.41,40,conventional,2016,SanDiego
22,2016-07-24,1.18,526657.41,168729.48,168789.85,22671.76,166466.32,147604.25,18132.07,730,conventional,2016,SanDiego
23,2016-07-17,1.12,519567.72,169871.43,161029.99,23096.26,165570.04,144223.93,20474.7,871.41,conventional,2016,SanDiego
24,2016-07-10,0.98,604082.24,186258.97,204704.57,20782.97,192335.73,171944.56,19129.5,1261.67,conventional,2016,SanDiego
25,2016-07-03,1.04,613005.97,182471.65,186674.1,29141.44,214718.78,192454.33,20162.58,2101.87,conventional,2016,SanDiego
26,2016-06-26,0.89,595917.64,196595.53,163147.87,28460.28,207713.96,189495.73,17484.47,733.76,conventional,2016,SanDiego
27,2016-06-19,0.98,573831.3,182110.33,160231.9,28933.99,202555.08,183995.42,17443.27,1116.39,conventional,2016,SanDiego
28,2016-06-12,0.88,596634.56,216162.48,144195.74,26931.15,209345.19,189261.8,19728.39,355,conventional,2016,SanDiego
29,2016-06-05,0.83,661159.79,242212.63,171998.98,31852.41,215095.77,175831.59,39014.18,250,conventional,2016,SanDiego
30,2016-05-29,0.92,576543.05,183028.56,168419.71,32042.58,193052.2,160356.37,31715.55,980.28,conventional,2016,SanDiego
31,2016-05-22,0.78,569349.05,157623.84,205497.08,20406.29,185821.84,154279.25,30337.59,1205,conventional,2016,SanDiego
32,2016-05-15,0.86,553706.74,196229.51,169362.37,19467.77,168647.09,133555.36,35091.73,0,conventional,2016,SanDiego
33,2016-05-08,0.78,649503.23,210276.04,194613.6,24705.68,219907.91,82058.24,137623.28,226.39,conventional,2016,SanDiego
34,2016-05-01,0.68,679213.01,221162.07,221265.53,23602.94,213182.47,57334.52,155614.62,233.33,conventional,2016,SanDiego
35,2016-04-24,0.73,623486.79,209423.33,193980.26,22783.03,197300.17,128655.92,68644.25,0,conventional,2016,SanDiego
36,2016-04-17,0.8,621350.28,219230.99,155882.34,22416.32,223820.63,199325.34,24495.29,0,conventional,2016,SanDiego
37,2016-04-10,0.84,589694.67,190244.17,158653.72,21394.47,219402.31,175064.61,44337.7,0,conventional,2016,SanDiego
38,2016-04-03,0.9,527115.47,165482.1,148671.87,25760.64,187200.86,136889.73,50311.13,0,conventional,2016,SanDiego
39,2016-03-27,0.8,615580.7,183067.39,162858.06,23076.81,246578.44,180500.59,66077.85,0,conventional,2016,SanDiego
40,2016-03-20,0.76,649914.07,159593.34,189449,21444.94,279426.79,228122.01,51304.78,0,conventional,2016,SanDiego
41,2016-03-13,0.84,567953.21,151219.73,139500.87,23806.29,253426.32,203378.55,50047.77,0,conventional,2016,SanDiego
42,2016-03-06,0.81,627397.71,160581.05,156090.46,22297.72,288428.48,218488.21,69940.27,0,conventional,2016,SanDiego
43,2016-02-28,0.8,585693.61,143189.43,144667.93,25138.48,272697.77,201892.8,70804.97,0,conventional,2016,SanDiego
44,2016-02-21,0.86,592197.58,165757.19,159025.48,19779.65,247635.26,206855.6,40779.66,0,conventional,2016,SanDiego
45,2016-02-14,0.79,595414.77,173874.57,140454.28,22029.85,259056.07,161727.63,97328.44,0,conventional,2016,SanDiego
46,2016-02-07,0.61,917660.79,212980.89,302238.82,23694.84,378746.24,292228.73,86517.51,0,conventional,2016,SanDiego
47,2016-01-31,0.72,643326.66,174249.75,192217.79,18036.77,258822.35,219631.97,39190.38,0,conventional,2016,SanDiego
48,2016-01-24,0.85,564637.66,104831.87,157896.39,21607.39,280302.01,238110.78,42191.23,0,conventional,2016,SanDiego
49,2016-01-17,0.79,561712.98,164565.34,190461.21,19123.62,187562.81,141951.66,45611.15,0,conventional,2016,SanDiego
50,2016-01-10,0.81,578610.94,155537.61,153030.46,21523.37,248519.5,144796.06,103723.44,0,conventional,2016,SanDiego
51,2016-01-03,0.65,719749.77,204145.28,256691.54,22617.47,236295.48,138815.05,97480.43,0,conventional,2016,SanDiego
0,2016-12-25,1.18,690027.33,164595.96,462872.97,2525.58,60032.82,52277.99,7459.83,295,conventional,2016,SanFrancisco
1,2016-12-18,1.22,643518.28,173909.85,401462.31,3063.29,65082.83,52370.05,11823.61,889.17,conventional,2016,SanFrancisco
2,2016-12-11,1.29,655428.34,134467.78,447891.73,2861.59,70207.24,58673.9,10578.62,954.72,conventional,2016,SanFrancisco
3,2016-12-04,1.52,542857.36,159831.4,310592.77,2249.75,70183.44,67734.87,1143.85,1304.72,conventional,2016,SanFrancisco
4,2016-11-27,1.75,488378.1,118187.03,297882.68,2393.35,69915.04,67676.02,1584.02,655,conventional,2016,SanFrancisco
5,2016-11-20,1.89,510752.32,120582.11,308963.91,2239.28,78967.02,74502.41,1192.67,3271.94,conventional,2016,SanFrancisco
6,2016-11-13,1.94,506543.8,118820.99,308678.33,3208.3,75836.18,74569.34,976.56,290.28,conventional,2016,SanFrancisco
7,2016-11-06,2.07,492504.81,109080.72,304926.27,3840.19,74657.63,74025.26,103.2,529.17,conventional,2016,SanFrancisco
8,2016-10-30,2.2,477937.8,130025.36,285048.2,3399.09,59465.15,57223.44,269.21,1972.5,conventional,2016,SanFrancisco
9,2016-10-23,1.87,411873.66,133676.77,178795.94,4817.03,94583.92,89533.1,2966.65,2084.17,conventional,2016,SanFrancisco
10,2016-10-16,1.99,590535.06,141221.01,362859.22,7787.57,78667.26,74349.15,3259.5,1058.61,conventional,2016,SanFrancisco
11,2016-10-09,1.82,673082.26,163264.54,409307.88,9771.72,90738.12,89663.48,1055.05,19.59,conventional,2016,SanFrancisco
12,2016-10-02,1.52,731993.57,196085.62,421421.2,10626.67,103860.08,101544.87,1167.15,1148.06,conventional,2016,SanFrancisco
13,2016-09-25,1.43,860546.65,210602.19,549378.28,7878.79,92687.39,89785.42,1571.69,1330.28,conventional,2016,SanFrancisco
14,2016-09-18,1.5,813575.88,173635.07,549722.44,9254.46,80963.91,75829.93,3098.42,2035.56,conventional,2016,SanFrancisco
15,2016-09-11,1.43,862732.45,222298.01,533967.64,11292.83,95173.97,94338.95,691.96,143.06,conventional,2016,SanFrancisco
16,2016-09-04,1.47,850104.12,203090.38,552428.86,10836.96,83747.92,82334.2,962.33,451.39,conventional,2016,SanFrancisco
17,2016-08-28,1.38,812410.86,258578.88,469333.14,13522.19,70976.65,68675.23,990.31,1311.11,conventional,2016,SanFrancisco
18,2016-08-21,1.28,825338.15,311234.33,415962.15,24855.18,73286.49,70853.19,856.91,1576.39,conventional,2016,SanFrancisco
19,2016-08-14,1.03,1114834.28,266260.92,757100.85,31009.27,60463.24,58400.39,900.35,1162.5,conventional,2016,SanFrancisco
20,2016-08-07,1.49,753570.45,189861.8,463372.96,28987.5,71348.19,70181.66,869.31,297.22,conventional,2016,SanFrancisco
21,2016-07-31,1.52,814505.22,185496.96,513372.1,42846.42,72789.74,71153.86,948.38,687.5,conventional,2016,SanFrancisco
22,2016-07-24,1.54,817357.28,158290.86,527450.53,56349.57,75266.32,72853.77,1013.94,1398.61,conventional,2016,SanFrancisco
23,2016-07-17,1.46,804071.94,200748.22,481290.68,43042.94,78990.1,77461.44,106.44,1422.22,conventional,2016,SanFrancisco
24,2016-07-10,1.4,842731.76,249271.4,458731.12,43916.46,90812.78,88916.37,689.47,1206.94,conventional,2016,SanFrancisco
25,2016-07-03,1.41,891917.15,202576.49,546096.5,54358.08,88886.08,86921.08,945.56,1019.44,conventional,2016,SanFrancisco
26,2016-06-26,1.5,749554.87,194824.52,411086.22,55056,88588.13,86438.13,1044.44,1105.56,conventional,2016,SanFrancisco
27,2016-06-19,1.44,800921.02,210315.55,459979.37,43427.34,87198.76,85053.17,1080.31,1065.28,conventional,2016,SanFrancisco
28,2016-06-12,1.45,770382.05,228294.75,418903.64,48922.15,74261.51,72937.16,1021.83,302.52,conventional,2016,SanFrancisco
29,2016-06-05,1.35,899154.46,278152.57,481323.79,53447.03,86231.07,85119.34,697.78,413.95,conventional,2016,SanFrancisco
30,2016-05-29,1.34,891069.03,304281.47,462079.65,52673.73,72034.18,70154.87,676.56,1202.75,conventional,2016,SanFrancisco
31,2016-05-22,1.31,817923.28,247488.87,416811.55,70753.98,82868.88,80974.56,945.43,948.89,conventional,2016,SanFrancisco
32,2016-05-15,1.37,772064.79,201205.64,438490.13,61090.32,71278.7,69780.99,1042.15,455.56,conventional,2016,SanFrancisco
33,2016-05-08,1.06,961334.65,259594.33,569011.84,49424.67,83303.81,80879.28,885.92,1538.61,conventional,2016,SanFrancisco
34,2016-05-01,0.99,1001227.21,355140.93,534187.25,39101.1,72797.93,71485.43,898.61,413.89,conventional,2016,SanFrancisco
35,2016-04-24,1,1017425.89,313239.31,570669.6,55668.13,77848.85,76195.48,883.93,769.44,conventional,2016,SanFrancisco
36,2016-04-17,1.39,786422.89,209130.77,415099.08,76966.69,85226.35,83707.21,901.08,618.06,conventional,2016,SanFrancisco
37,2016-04-10,1.38,765652.36,216993.87,399403.75,61241.91,88012.83,85683.08,894.49,1435.26,conventional,2016,SanFrancisco
38,2016-04-03,1.12,849739.84,166177.24,546227.92,54166.57,83168.11,82300.09,842.81,25.21,conventional,2016,SanFrancisco
39,2016-03-27,1.47,716020.43,167887.53,409135.78,46243.39,92753.73,91907.38,830.59,15.76,conventional,2016,SanFrancisco
40,2016-03-20,1.4,739577.85,193704.13,416863.96,46189.84,82819.92,81984.18,820,15.74,conventional,2016,SanFrancisco
41,2016-03-13,1.41,714002.3,192002.8,383557.6,52459.24,85982.66,85202.82,726.43,53.41,conventional,2016,SanFrancisco
42,2016-03-06,1.29,817240.38,217965.57,441193.39,62391.95,95689.47,94788.57,797.45,103.45,conventional,2016,SanFrancisco
43,2016-02-28,1.29,824092.61,238542.45,445285.06,39537.9,100727.2,99966,745.56,15.64,conventional,2016,SanFrancisco
44,2016-02-21,1.15,799826.02,178438.97,509199.72,41240.25,70947.08,70255.21,663.8,28.07,conventional,2016,SanFrancisco
45,2016-02-14,1.34,696959.32,200199.01,357790.26,39859.46,99110.59,98394.37,688.22,28,conventional,2016,SanFrancisco
46,2016-02-07,0.89,1355047.15,333064.46,858526.37,72545.79,90910.53,90251.06,619.09,40.38,conventional,2016,SanFrancisco
47,2016-01-31,1.27,805039.06,236160.56,431120.43,57834.69,79923.38,79401.44,382.4,139.54,conventional,2016,SanFrancisco
48,2016-01-24,1.05,844417.47,115036.6,621996.45,41235.01,66149.41,65970.6,166.4,12.41,conventional,2016,SanFrancisco
49,2016-01-17,1.24,732860.83,141712.96,474840.29,36599.56,79708.02,79192.95,508.86,6.21,conventional,2016,SanFrancisco
50,2016-01-10,1.21,765839.95,144506.94,487614.57,41093.96,92624.48,92023.17,601.31,0,conventional,2016,SanFrancisco
51,2016-01-03,0.93,918798.74,204501.46,593429.62,32339.95,88527.71,88155.48,372.23,0,conventional,2016,SanFrancisco
0,2017-12-31,0.88,3212261.75,1368619.91,755743.47,75509.63,1012388.74,959746.82,14343.09,38298.83,conventional,2017,LosAngeles
1,2017-12-24,1.1,2389829.32,1076720.74,350754.59,78272.26,884081.73,831557.36,15344.42,37179.95,conventional,2017,LosAngeles
2,2017-12-17,0.89,3130916.47,1046466.31,1167417.29,76600.37,840432.5,790545.51,14767.42,35119.57,conventional,2017,LosAngeles
3,2017-12-10,1.07,2404221.58,1024592.52,396712.41,62000.95,920915.7,868361.67,16284.72,36269.31,conventional,2017,LosAngeles
4,2017-12-03,1.01,2615853,1177940,396804,68958,972151,913002,23854,35296,conventional,2017,LosAngeles
5,2017-11-26,1.19,2153918,987928,327525,82683,755782,702784,16197,36801,conventional,2017,LosAngeles
6,2017-11-19,1.14,2391383,1042472,309130,73389,966392,893064,34871,38457,conventional,2017,LosAngeles
7,2017-11-12,1.08,2626121,1225567,413517,72562,914474,851550,23684,39240,conventional,2017,LosAngeles
8,2017-11-05,1.04,2691240.89,1079147.36,743292.73,69039.29,799761.51,748133.99,14912.26,36715.26,conventional,2017,LosAngeles
9,2017-10-29,1.09,2850377.2,1085428.83,843048.34,81784.71,840115.32,794198.46,16098.25,29818.61,conventional,2017,LosAngeles
